item_DescFood_biscuit_1_a	栄養密度評価：10\n効果：活力増強, 代謝増加\n\nこのホリデーシーズンの人気のあるクッキーは、サクサクのショートブレッドのリングで、甘くて酸っぱいジャムが詰まっています。よくLuminaliaの間に楽しまれます。	mossy
item_DescFreelancer_Paint_Luminalia_green_red	人類が大好きなBanuの祭典 Luminaliaの伝統色である緑と赤を基調としたDeck the Hullペイントで、あなたのホリデー・スピリットを表現してみるのはいかかですか？	exceptur
item_DescFreelancer_Paint_Luminalia_white_blue	あなたのFreelancerに、吹雪よりもクールなペイントを施しましょう。IceBreakのペイントは爽やかな白色と涼しげな青色をミックスして、どの季節にも似合うエキサイティングな外観に仕上げています。	exceptur
item_DescHRST_Storm_LaserRepeater_S3	製造元：Hurston Dynamics\nアイテムタイプ：レーザーリピーター\nサイズ：3\n\nHurston DynamicsはTumbril Land Systemsと提携し、Storm assault vehicle のタレットに特化した強力なReign-3レーザーリピーターを製作しました。Hurston Dynamicsの独自のカスケード技術を活用して、Reign-3は戦闘の激しいペースに合わせて性能を向上させ、エネルギー出力を増加させます。	mossy
item_DescNox_Paint_Racing_Blue_Blue_Blue_TigerStripes	Whirlwind ペイントは印象的なストライプ柄をベースに複数の色合いの青をミックスし、あなたのNoxに大胆な印象を与えます。	exceptur
item_DescNox_Paint_Racing_Yellow_White_Grey_Stripes	Finish Lineのペイントで、あなたのNoxをクラシックなレーシングマシンに！前方にはイエロー、中央にはホワイト、後方にはグレーの3つのストライプがあしらわれています。	exceptur
item_DescProspector_Paint_Luminalia_green_red	人類が大好きなBanuの祭典 Luminaliaの伝統色である緑と赤を基調としたDeck the Hullペイントで、あなたのホリデー・スピリットを表現してみるのはいかかですか？	exceptur
item_DescProspector_Paint_Luminalia_white_blue	あなたのProspectorに吹雪よりもクールなペイントを施しましょう。IceBreakのペイントは爽やかで涼しげな白色と氷結の如き青色を混ぜ合わせ、どの季節にも似合うエキサイティングな外観に仕上げています。	exceptur
item_DescRedeemer_Paint_BIS2953_Purple_Blue_Cyan	この艷やかな光沢の紫＆シアンのペイントで、Aegis Redeemerが2953年のBest in Showのファイナリストに選ばれたことをお祝いしましょう。	exceptur
item_DescSRV_Paint_Black_Yellow	ブラックにイエローのハイライトが入ったDark Stormペイントは、あなたのSRVにスマートかつ落ち着いた印象を与えます。	exceptur
item_DescSRV_Paint_Blue_Beige	Sky Blueペイントの鮮やかな水色は、宇宙空間での作業中でも高い視認性をもたらします。	exceptur
item_DescSRV_Paint_White_Grey	白地に黒のハイライトが入ったOvercastペイントで、あなたのSRVをリカバリーオペレーションに最適な姿にしましょう。	exceptur
item_DescSTV_Paint_Racing_Blue_Blue_Blue_TigerStripes	Whirlwind ペイントは印象的なストライプ柄をベースに多様な色合いの青をミックスし、あなたのSTVに大胆な印象を与えます。	exceptur
item_DescSTV_Paint_Racing_Yellow_White_Grey_Stripes	Finish Lineのペイントで、あなたのSTVをクラシックなレーシングマシンに！前方にはイエロー、中央にはホワイト、後方にはグレーの3つのストライプがあしらわれています。	exceptur
item_DescSpirit_C1_Paint_Red_Black_White	両翼に大きなCrusader社のロゴをあしらった深紅のペイントで、あなたの大胆不敵な姿を周囲に印象付けましょう。	exceptur
item_DescSpirit_E1_Paint_Black_Black_Gold	SpiritのOlympiaペイントで落ち着いた上品さを醸し出しましょう。美しく大胆なブラックとゴールドの塗装は、人々の記憶にあなたの存在を刻みつけることでしょう。	exceptur
item_DescSpirit_Paint_Blue_White_Red	Stalwartペイントは空のように青いSpiritの船体に、ほのかな白と赤のハイライトを入れています。	exceptur
item_DescSpirit_Paint_White_Black_Red	Allegiantペイントは白地のSpiritに、印象的な黒と赤のハイライトを入れています。	exceptur
item_DescSpirit_Paint_Yellow_Black_Black	鮮やかな黄色に黒のハイライトが入ったRadiantペイントで、あなたの燃えるようなSpiritの姿を浮かび上がらせましょう。	exceptur
item_DescStorm_Paint_Dark_Camo	DarksideのペイントはStormに黒色と灰色の迷彩パターンを施し、暗所での視認性を低下させます。	exceptur
item_DescStorm_Paint_Green_Green_Camo	様々な色合いの緑色をあしらったLandfallペイントで、森林帯や草原を駆け抜ける冒険の準備を整えましょう。	exceptur
item_DescStorm_Paint_White_Grey_TwoTone	SummitペイントはStormの前半分をホワイト、後半分をグレーのツートンカラーで彩ります。	exceptur
item_DescStorm_Paint_White_White_Camo	白地にグレーのアクセントを効かせたStormのFrost Lineペイントは、寒冷地の背景に溶け込むのに理想的な色合いです。	exceptur
item_DescTMBL_Storm_AA_Turret	アイテムタイプ：タレット\n製造元：Tumbril Land Systems\n\n一人乗り豆戦車であるTumbril Storm AA専用に設計された特注のタレットです。	exceptur
item_DescVulture_Paint_BIS2953_Purple_Blue_Cyan	この艷やかな光沢の紫＆シアンのペイントで、Drake Vultureが2953年のBest in Showのファイナリストに選ばれたことをお祝いしましょう。	exceptur
item_DescVulture_Paint_Luminalia_green_red	人類が大好きなBanuの祭典 Luminaliaの伝統色である緑と赤を基調としたDeck the Hullペイントで、あなたのホリデー・スピリットを表現してみるのはいかかですか？	exceptur
item_DescVulture_Paint_Luminalia_white_blue	あなたのVultureに吹雪よりもクールなペイントを施しましょう。IceBreakのペイントは爽やかな白色と涼しげな青色をミックスして、どの季節にも似合うエキサイティングな外観に仕上げています。	exceptur
item_Desc_clda_env_heavy_helmet_01_iae2023_01	アイテムタイプ：ヘビーアーマー\nダメージ軽減率：40%\n適正温度：-225 / 75 °C\n\n寒冷環境下でも安心して探検を行えるよう、Calderaは外部環境に応じて着用者の体温を調整可能な最先端のセンサ一式を搭載した、Novikov 探査スーツを設計しました。また生命維持システムと統合された特別なヘルメットも特徴の一つであり、未踏の地に挑む冒険者たちはNovikovを頼りに過酷な旅を乗り切ることができるでしょう。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Desc_clda_env_heavy_unified_01_iae2023_01	アイテムタイプ：ヘビーアーマー\nダメージ軽減率：40%\n運搬容量：22k μSCU\n適正温度：-225 / 75 °C\n\n寒冷環境下でも安心して探検を行えるよう、Calderaは外部環境に応じて着用者の体温を調整可能な最先端のセンサ一式を搭載した、Novikov 探査スーツを設計しました。また最新鋭の生命維持システムや大容量のバックパックも特徴の一つであり、未踏の地に挑む冒険者たちはNovikovを頼りに過酷な旅を乗り切ることができるでしょう。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Desc_mym_shirt_01_lum02_02	Luminaliaはプレゼントを贈り合って絆を深めるだけの日ではありません。もっとも尊い贈り物である「相手を許す気持ち」を、友人や家族に贈ることを忘れないでくださいね。MuyMuyとVaporwearのコラボにより、Stanton星系で大騒動を引き起こしたNinte Tailsの生意気なギャングたちをフィーチャーしたこのセーターは、ホリデーシーズンなら誰もが新しく生まれ変われることを示しているのです。	exceptur
item_Desc_mym_shirt_01_lum02_07	ペンギンのPicoの力を借りて、Luminaliaの夜空を明るく照らし出そう！MuyMuyとmicroTechのコラボによりデザインされたPico-naliaセーターは、摩耗を防ぎ柔らかさが長持ちするよう最適化された羊毛のブレンドで作られています。	exceptur
item_Desc_rsi_explorer_armor_light_helmet_01_iae2023_01	アイテムタイプ：ライトアーマー\nダメージ軽減率：20%\n適正温度：-38 / 68 °C\n\n耐衝撃性複合素材から作られたRSIのVentureヘルメットは、過酷な環境下でも稼働するように設計されています。また耐傷性加工されたフェイスプレートにより上方視界を大きく確保しているのも特徴で、良好な視界によりあなたの発見を遮ることは決してありません。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Desc_rsi_explorer_light_core_01_iae2023_01	アイテムタイプ：ライトアーマー\nダメージ軽減率：20%\n適正温度：-38 / 68 °C\n\nRobert Space IndustriesのVenture Explorer スーツは、あなたが新天地の開拓を始めるときであろうと、長い宇宙飛行の後に足を伸ばすときであろうと、トップクラスの保護機能と驚異的な可動域によりあなたの真空空間での安全性を次のステージへと引き上げることでしょう。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Desc_rsi_explorer_undersuit_01_iae2023_01	アイテムタイプ：アンダースーツ\nダメージ軽減率：10%\n適正温度：-30 / 60 °C\n\nRobert Space IndustriesのVenture Explorer スーツは、あなたが新天地の開拓を始めるときであろうと、長い宇宙飛行の後に足を伸ばすときであろうと、トップクラスの保護機能と驚異的な可動域によりあなたの真空空間での安全性を次のステージへと引き上げることでしょう。この特別なIAE 2953 エディションには、黒とグレーのベースカラーに銅のアクセントが施されています。	exceptur
item_Desc_syfb_flightsuit_helmet_01_iae2023_01	アイテムタイプ：フライトヘルメット\nダメージ軽減率：15%\n適正温度：-30 / 60 °C\n\nSyang Fabricationが人類の体格に合わせて設計を行ったXanthuleヘルメットは、Xi'anの人々が好む大胆なシルエットを忠実に再現しています。Xanthule スーツと組み合わせれば、あなたも人目を引く個性的なルックスになることでしょう。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Desc_syfb_flightsuit_suit_01_iae2023_01	アイテムタイプ：フライトスーツ\nダメージ軽減率：15%\n適正温度：-30 / 60 °C\n\n何世紀も続く技術革新により改良を重ねられたSyang FabricationのスタイリッシュなXanthuleフライトスーツは、緻密な計算のもと人類の体格に合うように設計されています。Xanthule スーツはカーボン・シルクを編み込んで作られた通気性の良い軽量プレートを特徴とし、特徴的なXi'anのデザイン性を保ちつつ高い防護機能を実現しています。この特別なIAE 2953 エディションには、Gatac ManufactureのSyulenにインスパイアされたブロンズと白のパターンが施されています。	exceptur
item_Descgmni_lmg_ballistic_01_green_red01	製造元：Gemini\nアイテムタイプ：LMG\nクラス：実弾\n\nマガジンサイズ：150\n射撃速度：1000 rpm\n有効射程：30 m\n\nアタッチメント：オプティクス(S2), バレル(N/A), アンダーバレル(S3)\n\n1000 rpmまで達する爆発的な射撃速度とGeminiの洗練されたプロフェッショナルなスタイルを備えたF55は、'Verseに自身が侮れない存在であることを知らしめたい目利きな顧客向けの軽機関銃です。グリーンとレッドのAlpine Sunsetエディションは、大切な方へのギフトに最適な逸品です。	mossy
item_Descgmni_rifle_ballistic_01_IAE2023	製造元：Gemini\nアイテムタイプ：アサルトライフル\nクラス：実弾\n\nマガジンサイズ：30\n射撃速度：300rpm/900rpm\n有効射程：50m\n\nアタッチメント：オプティクス(S2), バレル(S2), アンダーバレル(S2)\n\nS71では、Geminiは中距離の戦闘に最適な人間工学に基づくアサルトライフルを設計しました。他のクラスの武器よりも小さな口径の弾薬を装填し、S71はその洗練された美学と正確な命中精度から、私設の軍事プロフェッショナルたちに人気です。IAE 2953にちなんでデザインされたAscensionエディションは、Gatac ManufactureのSyulenにインスパイアされたスチールと銅のアクセントが特徴です。	mossy
item_Descklwe_lmg_energy_01_purple_blue01	製造元：Klaus & Werner\nアイテムタイプ：LMG\nクラス：エネルギー（レーザー）\n\nバッテリーサイズ：100\n射撃速度：400 rpm\n有効射程：40 m\n\nアタッチメント：オプティクス(S2), バレル(S2), アンダーバレル(S3)\n\nKlaus & Wernerは、信頼性のあるDemecoレーザーLMGを使用した象徴的な武器を作成しました。この武器は軍事衝突で広範囲に使用され、安定性と精度が最優先された中距離から近距離の歩兵のお気に入りです。Ultravioletエディションは、バイオレットと蘭色のカラーリングが目を引きつけます。	mossy
item_Descksar_pistol_ballistic_01_IAE2023	製造元：Kastak Arms\nアイテムタイプ：ピストル\nクラス：実弾\n\nマガジンサイズ：6\n射撃速度：180 rpm\n有効射程：100 m\n\n装着物：オプティクス(S1), バレル(S1), アンダーバレル(S1)\n\nしばしばKastak Armsの"ハンドキャノン"と呼ばれるCodaは、.50口径の弾丸一発で戦闘を終結させることができますが、その威力の高さからCodaの反動は扱いにくい場合があります。限られたマガジンサイズと相当な反動を考えると、連射を避け、正確な単発射撃が推奨されます。IAE 2953にちなんでデザインされたAscensionエディションは、Gatac ManufactureのSyulenにインスパイアされたスチールと銅のアクセントが特徴です。	mossy
item_Descksar_rifle_energy_01_IAE2023	製造元：Kastak Arms\nアイテムタイプ：アサルトライフル\nクラス：エネルギー (プラズマ)\n\nバッテリーサイズ：30\n射撃速度：500 rpm\n有効射程：50 m\n\nアタッチメント：オプティクス(S2), バレル(S2), アンダーバレル(S2)\n\nKarnaはクラシックなKastak Armsのプラズマアサルトライフルです。この中距離用の武器は、バースト、チャージ、フルオートの射撃モードを備え、迅速かつ簡単な状況の調整が可能です。Karnaの威力だけでなく、頑丈な外観と信頼性によって、これはKastak Armsで最も人気のある武器の1つになっています。IAE 2953にちなんでデザインされたAscensionエディションは、Gatac ManufactureのSyulenにインスパイアされたスチールと銅のアクセントが特徴です。	mossy
item_Descksar_sniper_ballistic_01_blue_white01	製造元：Kastak Arms\nアイテムタイプ：スナイパーライフル\nクラス：実弾\n\nマガジンサイズ：8\n射撃速度：30 rpm\n有効射程：120 m\n\nアタッチメント：オプティクス(S3), バレル(N/A), アンダーバレル(S2)\n\nScalpelはKastak Armsのユニークで多目的なスナイパーライフルです。2つの銃身が重ねられたデザインで、2つの射撃モードを持っており、状況に応じてショットを適応させることができます。遠距離から1発の強力なショットを放つこともできますし、両方の銃身を連続して発射して2連射バーストを作成することもできます。この特別なPermafrostエディションは、まばゆい冬空の下の氷河を彷彿とさせる青と灰色の色合いが特徴です。	mossy
item_Name600i_Paint_BIS2953_Purple_Blue_Cyan	600i 2953 Best in Show ペイント	exceptur
item_NameCorsair_Paint_BIS2953_Purple_Blue_Cyan	Corsair 2953 Best in Show ペイント	exceptur
item_NameCutter_Paint_Luminalia_green_red	Cutter Deck the Hull ペイント	exceptur
item_NameCutter_Paint_Luminalia_white_blue	Cutter IceBreak ペイント	exceptur
item_NameCyclone_Paint_Racing_Blue_Blue_Blue_TigerStripes	Cyclone Whirlwind ペイント	exceptur
item_NameCyclone_Paint_Racing_Yellow_White_Grey_Stripes	Cyclone Finish Line ペイント	exceptur
item_NameFlair_Glowstick_Luminalia	Luminalia ライトスティック	exceptur
item_NameFlair_biscuit_jar_1_a	Luminalia クッキーの瓶	exceptur
item_NameFlair_mug_luminalia_1_a	Luminalia マグカップ	exceptur
item_NameFlair_plant_pot_1_a	Hello Sunshine Cheeky プランター	exceptur
item_NameFlair_plant_pot_1_b	Hello Sunshine Happy プランター	exceptur
item_NameFlair_plant_pot_1_c	Hello Sunshine Surprised プランター	exceptur
item_NameFood_biscuit_1_a	Ringaling	mossy
item_NameFreelancer_Paint_Luminalia_green_red	Freelancer Deck the Hull ペイント	exceptur
item_NameFreelancer_Paint_Luminalia_white_blue	Freelancer IceBreak ペイント	exceptur
item_NameHRST_Storm_LaserRepeater_S3	Reign-3 リピーター	exceptur
item_NameNox_Paint_Racing_Blue_Blue_Blue_TigerStripes	Nox Whirlwind ペイント	exceptur
item_NameNox_Paint_Racing_Yellow_White_Grey_Stripes	Nox Finish Line ペイント	exceptur
item_NameProspector_Paint_Luminalia_green_red	Prospector Deck the Hull ペイント	exceptur
item_NameProspector_Paint_Luminalia_white_blue	Prospector IceBreak ペイント	exceptur
item_NameRedeemer_Paint_BIS2953_Purple_Blue_Cyan	Redeemer 2953 Best in Show ペイント	exceptur
item_NameSRV_Paint_Black_Yellow	SRV Dark Storm ペイント	exceptur
item_NameSRV_Paint_Blue_Beige	SRV Sky Blue ペイント	exceptur
item_NameSRV_Paint_White_Grey	SRV Overcast ペイント	exceptur
item_NameSTV_Paint_Racing_Blue_Blue_Blue_TigerStripes	STV Whirlwind ペイント	exceptur
item_NameSTV_Paint_Racing_Yellow_White_Grey_Stripes	STV Finish Line ペイント	exceptur
item_NameSpirit_C1_Paint_Red_Black_White	Spirit Crimson ペイント	exceptur
item_NameSpirit_E1_Paint_Black_Black_Gold	Spirit Olympia ペイント	exceptur
item_NameSpirit_Paint_Blue_White_Red	Spirit Stalwart ペイント	exceptur
item_NameSpirit_Paint_White_Black_Red	Spirit Allegiant ペイント	exceptur
item_NameSpirit_Paint_Yellow_Black_Black	Spirit Radiant ペイント	exceptur
item_NameStorm_Paint_Dark_Camo	Storm Darkside ペイント	exceptur
item_NameStorm_Paint_Green_Green_Camo	Storm Landfall ペイント	exceptur
item_NameStorm_Paint_White_Grey_TwoTone	Storm Summit ペイント	exceptur
item_NameStorm_Paint_White_White_Camo	Storm Frost Line ペイント	exceptur
item_NameSyulen_Paint_Chiing_WhiteGold	Syulen Ch.iing ペイント	exceptur
item_NameTMBL_Storm_AA_Turret	Tumbril Storm AA ペイント	exceptur
item_NameVulture_Paint_BIS2953_Purple_Blue_Cyan	Vulture 2953 Best in Show ペイント	exceptur
item_NameVulture_Paint_Luminalia_green_red	Vulture Deck the Hull ペイント	exceptur
item_NameVulture_Paint_Luminalia_white_blue	Vulture IceBreak ペイント	exceptur
item_Name_clda_env_heavy_helmet_01_iae2023_01	Novikov『Ascension』ヘルメット	exceptur
item_Name_clda_env_heavy_unified_01_iae2023_01	Novikov『Ascension』探査スーツ	exceptur
item_Name_mym_shirt_01_lum02_02	Forgiveness セーター	exceptur
item_Name_mym_shirt_01_lum02_07	Piconalia セーター	exceptur
item_Name_rsi_explorer_armor_light_helmet_01_iae2023_01	Venture ヘルメット Ascension	mossy
item_Name_rsi_explorer_light_arms_01_iae2023_01	Venture 腕部アーマー Ascension	mossy
item_Name_rsi_explorer_light_core_01_iae2023_01	Venture コア アーマー Ascension	mossy
item_Name_rsi_explorer_light_legs_01_iae2023_01	Venture 脚部アーマー Ascension	mossy
item_Name_rsi_explorer_undersuit_01_iae2023_01	Venture アンダースーツ Ascension	mossy
item_Name_syfb_flightsuit_helmet_01_iae2023_01	Xanthule Ascension ヘルメット	mossy
item_Name_syfb_flightsuit_suit_01_iae2023_01	Xanthule Ascension スーツ	mossy
item_Namegmni_lmg_ballistic_01_green_red01	F55『Alpine Sunset』LMG	exceptur
item_Namegmni_lmg_ballistic_01_green_red01_short	F55 AS LMG	exceptur
item_Namegmni_rifle_ballistic_01_IAE2023	S71『Ascension』ライフル	exceptur
item_Namegmni_rifle_ballistic_01_IAE2023_short	S71 AC ライフル	exceptur
item_Nameklwe_lmg_energy_01_purple_blue01	Demeco『Ultraviolet』LMG	exceptur
item_Nameklwe_lmg_energy_01_purple_blue01_short	Demeco UV LMG	exceptur
item_Nameksar_pistol_ballistic_01_IAE2023	Coda『Ascension』ピストル	exceptur
item_Nameksar_pistol_ballistic_01_IAE2023_short	Coda AC ピストル	exceptur
item_Nameksar_rifle_energy_01_IAE2023	Karna『Ascension』ライフル	exceptur
item_Nameksar_rifle_energy_01_IAE2023_short	Karna AC ライフル	exceptur
item_Nameksar_sniper_ballistic_01_blue_white01	Scalpel『Permafrost』スナイパーライフル	exceptur
item_Nameksar_sniper_ballistic_01_blue_white01_short	Scalpel PF ライフル	exceptur
items_commodities_special_lunar_envelope_1_dog_a	戌年の封筒	MoMo
